x,y,hue
9,10.000000,bind-9.18.4
10,10.000000,bind-9.18.4
11,11.000000,bind-9.18.4
12,12.000000,bind-9.18.4
13,11.000000,bind-9.18.4
14,12.000000,bind-9.18.4
15,15.000000,bind-9.18.4
16,15.000000,bind-9.18.4
17,17.000000,bind-9.18.4
18,17.000000,bind-9.18.4
