x,y,hue
0,0.092000,bind-9.18.4
200,3.383000,bind-9.18.4
400,11.619000,bind-9.18.4
600,19.770000,bind-9.18.4
800,22.997000,bind-9.18.4
1000,26.170000,bind-9.18.4
1200,29.392000,bind-9.18.4
1400,32.576000,bind-9.18.4
